xm_lf,lf2_Sfs,sqrt_h1_h2,h_wf,kn
0.2,5.0,1.0,0.8,0.0018545718775476452
0.2,5.0,1.0,1.0,0.002191071517185156
0.2,5.0,1.0,2.0,0.0024434462469132895
0.2,5.0,1.2,0.5,0.001283252499712677
0.2,5.0,1.2,0.6,0.0017249517296862432
0.2,5.0,1.2,0.8,0.0022549908056545224
0.2,5.0,1.2,1.0,0.002664143776577405
0.2,5.0,1.2,2.0,0.002971008504769567
0.2,5.0,1.4,0.5,0.0014976952251288538
0.2,5.0,1.4,0.6,0.002013206262763785
0.2,5.0,1.4,0.8,0.0026318195079257025
0.2,5.0,1.4,1.0,0.003109345521734902
0.2,5.0,1.4,2.0,0.0034674900320918025
0.2,5.0,1.6,0.5,0.0017240644270948944
0.2,5.0,1.6,0.6,0.0023174924001891505
0.2,5.0,1.6,0.8,0.003029605967902259
0.2,5.0,1.6,1.0,0.0035793076692948343
0.2,5.0,1.6,2.0,0.003991583945339266
0.2,6.0,0.8,0.5,0.0006830791934555581
0.2,6.0,0.8,0.6,0.0009181970317826526
0.2,6.0,0.8,0.8,0.0012003384377751657
0.2,6.0,0.8,1.0,0.0014181318038044741
0.2,6.0,0.8,2.0,0.0015814768283264554
0.2,6.0,1.0,0.5,0.0008203334239162543
0.2,6.0,1.0,0.6,0.0011026945662062691
0.2,6.0,1.0,0.8,0.0014415279369542867
0.2,6.0,1.0,1.0,0.0017030835213913535
0.2,6.0,1.0,2.0,0.0018992502097191534
0.2,6.0,1.2,0.5,0.0009974508677163547
0.2,6.0,1.2,0.6,0.001340776347546259
0.2,6.0,1.2,0.8,0.001752766923342145
0.2,6.0,1.2,1.0,0.0020707947362372144
0.2,6.0,1.2,2.0,0.0023093155959085167
0.2,6.0,1.4,0.5,0.0011641336387140477
0.2,6.0,1.4,0.6,0.0015648318114598245
0.2,6.0,1.4,0.8,0.0020456696187547575
0.2,6.0,1.4,1.0,0.0024168426629824252
0.2,6.0,1.4,2.0,0.0026952224461531753
0.2,6.0,1.6,0.5,0.0013400866619700644
0.2,6.0,1.6,0.6,0.0018013483753293248
0.2,6.0,1.6,0.8,0.0023548624313604384
0.2,6.0,1.6,1.0,0.0027821364395248065
0.2,6.0,1.6,2.0,0.0031025919456480833
0.2,7.0,0.8,0.5,0.0005367749044454393
0.2,7.0,0.8,0.6,0.0007215343824248479
0.2,7.0,0.8,0.8,0.0009432457560001378
0.2,7.0,0.8,1.0,0.0011143913777073792
0.2,7.0,0.8,2.0,0.0012427505939878105
0.2,7.0,1.0,0.5,0.0006446315441237287
0.2,7.0,1.0,0.6,0.0008665155901083454
0.2,7.0,1.0,0.8,0.0011327764452898853
0.2,7.0,1.0,1.0,0.0013383111405177405
0.2,7.0,1.0,2.0,0.0014924621619386326
0.2,7.0,1.2,0.5,0.0007838133547868066
0.2,7.0,1.2,0.6,0.0010536041834271926
0.2,7.0,1.2,0.8,0.001377353177795656
0.2,7.0,1.2,1.0,0.0016272646822204345
0.2,7.0,1.2,2.0,0.001814698310539019
0.2,7.0,1.4,0.5,0.0009147954273373867
0.2,7.0,1.4,0.6,0.001229670665007864
0.2,7.0,1.4,0.8,0.0016075209502124368
0.2,7.0,1.4,1.0,0.0018991948545808786
0.2,7.0,1.4,2.0,0.0021179502828572107
0.2,7.0,1.6,0.5,0.001053062217118152
0.2,7.0,1.6,0.6,0.0014155292846044722
0.2,7.0,1.6,0.8,0.0018504897655880568
0.2,7.0,1.6,1.0,0.0021862487333648584
0.2,7.0,1.6,2.0,0.0024380679591974605
0.2,8.0,0.8,0.5,0.00043293904676639476
0.2,8.0,0.8,0.6,0.0005819579215591755
0.2,8.0,0.8,0.8,0.0007607805713105124
0.2,8.0,0.8,1.0,0.0008988191079606673
0.2,8.0,0.8,2.0,0.0010023480104482834
0.2,8.0,1.0,0.5,0.0005199314720512306
0.2,8.0,1.0,0.6,0.0006988933917790096
0.2,8.0,1.0,0.8,0.0009136476954523441
0.2,8.0,1.0,1.0,0.0010794229474107074
0.2,8.0,1.0,2.0,0.0012037543863794796
0.2,8.0,1.2,0.5,0.0006321894035168375
0.2,8.0,1.2,0.6,0.0008497908286403865
0.2,8.0,1.2,0.8,0.0011109125387886454
0.2,8.0,1.2,1.0,0.0013124801746925642
0.2,8.0,1.2,2.0,0.0014636559016205039
0.2,8.0,1.4,0.5,0.0007378337865979003
0.2,8.0,1.4,0.6,0.0009917983145935547
0.2,8.0,1.4,0.8,0.0012965557481883392
0.2,8.0,1.4,1.0,0.0015318071004369453
0.2,8.0,1.4,2.0,0.0017082456146233996
